WorkerId,Input.model1_summary1,Input.model2_summary1,Input.model1_summary2,Input.model2_summary2,Input.model1_summary3,Input.model2_summary3,Input.model1_summary4,Input.model2_summary4,Input.model1_summary5,Input.model2_summary5,Input.id1,Input.id2,Input.id3,Input.id4,Input.id5,Answer.pref1,Answer.pref2,Answer.pref3,Answer.pref4,Answer.pref5
4,"Hania is on a train and Julia is waiting for her arrival. Hania is tired and hungry, but doesn't feel like eating. They decide to order takeaway pizza. Julia will pick Hania up from the platform when she arrives in Poraj.","1. Julia and Hania discuss Hania's current location and travel plans, with Hania expressing exhaustion and uncertainty about her schedule. They make arrangements for Julia to pick Hania up and order takeout food. 2. Julia and Hania discuss Hania's travel delays, her hunger and exhaustion, and make plans for Julia to pick her up and order takeout pizza.","1. Julia and Hania discuss Hania's current location and estimated arrival time, with Hania expressing exhaustion and lack of appetite. Julia offers to make food or order takeaway, suggesting pizza. 2. Julia offers to pick Hania up from the platform in Żyrardów and they plan to order pizza for dinner.","Hania is traveling by train and is unsure of her location. Julia is waiting for her arrival and offers to make food. Hania is exhausted and does not feel hungry, but agrees to order takeaway pizza. Julia will pick Hania up from the platform and they will meet again soon.","Hania is traveling by train and is unsure of her location. Julia is waiting for her arrival and offers to make food. Hania is exhausted and doesn't feel hungry, but eventually decides to order pizza. Julia will pick her up from the platform and they will meet again soon.","1. Julia and Hania discuss Hania's current location and estimated arrival time, with Hania expressing exhaustion and lack of appetite. Julia offers to make food or order takeout, suggesting pizza. 2. Hania is unsure about eating and asks Julia to pick her up from Żyrardów station upon arrival, estimated around 7pm. They agree to order pizza for takeout.","1. Hania is unsure of her current location and estimates being in Poraj around 7pm, expressing exhaustion and lack of appetite, while Julia offers to make food or order takeout, suggesting pizza. 2. Hania is en route and uncertain of her location, expecting to arrive in Poraj around 7pm, expressing exhaustion and lack of appetite, with Julia offering to prepare food or order takeout, settling on pizza.","Hania is on a train and Julia is waiting for her arrival. Hania is tired and hungry, but doesn't feel like eating. They decide to order takeaway pizza. Julia will pick Hania up from the platform when she arrives in Poraj.","1. Julia and Hania discuss Hania's current location and estimated arrival time on a train journey, with Hania expressing exhaustion and lack of appetite. 2. Julia offers to make food or order takeaway for Hania upon her arrival, suggesting pizza as an option, and offers to pick her up from the train station in Żyrardów.","Hania is on a train and is unsure of where she is or when she will arrive at the next station. Julia is waiting for her arrival and offers to make food for Hania, who is too exhausted to eat. They discuss ordering takeaway and decide on pizza. Julia will pick Hania up from the platform when she arrives in Żyrardów.",2,1,2,1,1,-1,1,-1,1,0
5,"Hania is on a train and Julia is waiting for her arrival. Hania is tired and hungry, but doesn't feel like eating. They decide to order takeaway pizza. Julia will pick Hania up from the platform when she arrives in Poraj.","1. Julia and Hania discuss Hania's current location and travel plans, with Hania expressing exhaustion and uncertainty about her schedule. They make arrangements for Julia to pick Hania up and order takeout food. 2. Julia and Hania discuss Hania's travel delays, her hunger and exhaustion, and make plans for Julia to pick her up and order takeout pizza.","1. Julia and Hania discuss Hania's current location and estimated arrival time, with Hania expressing exhaustion and lack of appetite. Julia offers to make food or order takeaway, suggesting pizza. 2. Julia offers to pick Hania up from the platform in Żyrardów and they plan to order pizza for dinner.","Hania is traveling by train and is unsure of her location. Julia is waiting for her arrival and offers to make food. Hania is exhausted and does not feel hungry, but agrees to order takeaway pizza. Julia will pick Hania up from the platform and they will meet again soon.","Hania is traveling by train and is unsure of her location. Julia is waiting for her arrival and offers to make food. Hania is exhausted and doesn't feel hungry, but eventually decides to order pizza. Julia will pick her up from the platform and they will meet again soon.","1. Julia and Hania discuss Hania's current location and estimated arrival time, with Hania expressing exhaustion and lack of appetite. Julia offers to make food or order takeout, suggesting pizza. 2. Hania is unsure about eating and asks Julia to pick her up from Żyrardów station upon arrival, estimated around 7pm. They agree to order pizza for takeout.","1. Hania is unsure of her current location and estimates being in Poraj around 7pm, expressing exhaustion and lack of appetite, while Julia offers to make food or order takeout, suggesting pizza. 2. Hania is en route and uncertain of her location, expecting to arrive in Poraj around 7pm, expressing exhaustion and lack of appetite, with Julia offering to prepare food or order takeout, settling on pizza.","Hania is on a train and Julia is waiting for her arrival. Hania is tired and hungry, but doesn't feel like eating. They decide to order takeaway pizza. Julia will pick Hania up from the platform when she arrives in Poraj.","1. Julia and Hania discuss Hania's current location and estimated arrival time on a train journey, with Hania expressing exhaustion and lack of appetite. 2. Julia offers to make food or order takeaway for Hania upon her arrival, suggesting pizza as an option, and offers to pick her up from the train station in Żyrardów.","Hania is on a train and is unsure of where she is or when she will arrive at the next station. Julia is waiting for her arrival and offers to make food for Hania, who is too exhausted to eat. They discuss ordering takeaway and decide on pizza. Julia will pick Hania up from the platform when she arrives in Żyrardów.",2,1,2,1,1,1,1,-1,1,1
9,"Hania is on a train and Julia is waiting for her arrival. Hania is tired and hungry, but doesn't feel like eating. They decide to order takeaway pizza. Julia will pick Hania up from the platform when she arrives in Poraj.","1. Julia and Hania discuss Hania's current location and travel plans, with Hania expressing exhaustion and uncertainty about her schedule. They make arrangements for Julia to pick Hania up and order takeout food. 2. Julia and Hania discuss Hania's travel delays, her hunger and exhaustion, and make plans for Julia to pick her up and order takeout pizza.","1. Julia and Hania discuss Hania's current location and estimated arrival time, with Hania expressing exhaustion and lack of appetite. Julia offers to make food or order takeaway, suggesting pizza. 2. Julia offers to pick Hania up from the platform in Żyrardów and they plan to order pizza for dinner.","Hania is traveling by train and is unsure of her location. Julia is waiting for her arrival and offers to make food. Hania is exhausted and does not feel hungry, but agrees to order takeaway pizza. Julia will pick Hania up from the platform and they will meet again soon.","Hania is traveling by train and is unsure of her location. Julia is waiting for her arrival and offers to make food. Hania is exhausted and doesn't feel hungry, but eventually decides to order pizza. Julia will pick her up from the platform and they will meet again soon.","1. Julia and Hania discuss Hania's current location and estimated arrival time, with Hania expressing exhaustion and lack of appetite. Julia offers to make food or order takeout, suggesting pizza. 2. Hania is unsure about eating and asks Julia to pick her up from Żyrardów station upon arrival, estimated around 7pm. They agree to order pizza for takeout.","1. Hania is unsure of her current location and estimates being in Poraj around 7pm, expressing exhaustion and lack of appetite, while Julia offers to make food or order takeout, suggesting pizza. 2. Hania is en route and uncertain of her location, expecting to arrive in Poraj around 7pm, expressing exhaustion and lack of appetite, with Julia offering to prepare food or order takeout, settling on pizza.","Hania is on a train and Julia is waiting for her arrival. Hania is tired and hungry, but doesn't feel like eating. They decide to order takeaway pizza. Julia will pick Hania up from the platform when she arrives in Poraj.","1. Julia and Hania discuss Hania's current location and estimated arrival time on a train journey, with Hania expressing exhaustion and lack of appetite. 2. Julia offers to make food or order takeaway for Hania upon her arrival, suggesting pizza as an option, and offers to pick her up from the train station in Żyrardów.","Hania is on a train and is unsure of where she is or when she will arrive at the next station. Julia is waiting for her arrival and offers to make food for Hania, who is too exhausted to eat. They discuss ordering takeaway and decide on pizza. Julia will pick Hania up from the platform when she arrives in Żyrardów.",2,1,2,1,1,-1,0,-1,1,1
10,"Martin reveals to Nicole that he is asexual, expressing concerns about potential relationship issues but Nicole is open to trying and not wanting to break up unexpectedly.","Martin has something important to tell Nicole, but he's hesitant. Nicole is worried about a potential breakup and wants to know what it is. Martin reveals that he's asexual, which catches Nicole off guard. Despite this, Nicole doesn't want to break up and suggests giving it a try first.","Martin reveals to Nicole that he is asexual, expressing concerns about potential relationship issues, but Nicole is open to trying to make it work.","Martin has something important to tell Nicole, but he's hesitant. Nicole is worried about a possible breakup, but Martin assures her that he loves her and wants her to be happy. Nicole is speechless but agrees to give their relationship a try.","Martin reveals to Nicole that he is asexual, expressing concerns about potential relationship issues, but Nicole is open to trying to make it work.","Martin has something important to tell Nicole, but he's hesitant. Nicole is worried that he might want to break up with her, but Martin assures her that he loves her and doesn't want to break up. He reveals that he's asexual, which is something Nicole wasn't expecting. Despite this, Nicole is willing to give their relationship a try and not break up with him.","Martin has something important to tell Nicole, but he's hesitant. Nicole is worried about a potential breakup and wants to know what it is. Martin reveals that he's asexual, which takes Nicole by surprise. Despite this, Nicole doesn't want to break up and suggests giving it a try first.","Martin reveals he is asexual, causing Nicole to express surprise and anxiety, but she decides to give their relationship a chance rather than breaking up immediately.","Martin reveals to Nicole that he is asexual, expressing concerns about potential relationship issues but Nicole reassures him that she's willing to try and make it work.","Martin has something important to tell Nicole, but he's not sure how she will react. He reveals that he is asexual and that it can be a problem in a relationship. Nicole is surprised but doesn't want to break up and suggests they give it a try first.",1,1,1,2,1,0,0,0,-1,0
5,"Martin reveals to Nicole that he is asexual, expressing concerns about potential relationship issues but Nicole is open to trying and not wanting to break up unexpectedly.","Martin has something important to tell Nicole, but he's hesitant. Nicole is worried about a potential breakup and wants to know what it is. Martin reveals that he's asexual, which catches Nicole off guard. Despite this, Nicole doesn't want to break up and suggests giving it a try first.","Martin reveals to Nicole that he is asexual, expressing concerns about potential relationship issues, but Nicole is open to trying to make it work.","Martin has something important to tell Nicole, but he's hesitant. Nicole is worried about a possible breakup, but Martin assures her that he loves her and wants her to be happy. Nicole is speechless but agrees to give their relationship a try.","Martin reveals to Nicole that he is asexual, expressing concerns about potential relationship issues, but Nicole is open to trying to make it work.","Martin has something important to tell Nicole, but he's hesitant. Nicole is worried that he might want to break up with her, but Martin assures her that he loves her and doesn't want to break up. He reveals that he's asexual, which is something Nicole wasn't expecting. Despite this, Nicole is willing to give their relationship a try and not break up with him.","Martin has something important to tell Nicole, but he's hesitant. Nicole is worried about a potential breakup and wants to know what it is. Martin reveals that he's asexual, which takes Nicole by surprise. Despite this, Nicole doesn't want to break up and suggests giving it a try first.","Martin reveals he is asexual, causing Nicole to express surprise and anxiety, but she decides to give their relationship a chance rather than breaking up immediately.","Martin reveals to Nicole that he is asexual, expressing concerns about potential relationship issues but Nicole reassures him that she's willing to try and make it work.","Martin has something important to tell Nicole, but he's not sure how she will react. He reveals that he is asexual and that it can be a problem in a relationship. Nicole is surprised but doesn't want to break up and suggests they give it a try first.",1,1,1,2,1,1,-1,-1,-1,1
9,"Martin reveals to Nicole that he is asexual, expressing concerns about potential relationship issues but Nicole is open to trying and not wanting to break up unexpectedly.","Martin has something important to tell Nicole, but he's hesitant. Nicole is worried about a potential breakup and wants to know what it is. Martin reveals that he's asexual, which catches Nicole off guard. Despite this, Nicole doesn't want to break up and suggests giving it a try first.","Martin reveals to Nicole that he is asexual, expressing concerns about potential relationship issues, but Nicole is open to trying to make it work.","Martin has something important to tell Nicole, but he's hesitant. Nicole is worried about a possible breakup, but Martin assures her that he loves her and wants her to be happy. Nicole is speechless but agrees to give their relationship a try.","Martin reveals to Nicole that he is asexual, expressing concerns about potential relationship issues, but Nicole is open to trying to make it work.","Martin has something important to tell Nicole, but he's hesitant. Nicole is worried that he might want to break up with her, but Martin assures her that he loves her and doesn't want to break up. He reveals that he's asexual, which is something Nicole wasn't expecting. Despite this, Nicole is willing to give their relationship a try and not break up with him.","Martin has something important to tell Nicole, but he's hesitant. Nicole is worried about a potential breakup and wants to know what it is. Martin reveals that he's asexual, which takes Nicole by surprise. Despite this, Nicole doesn't want to break up and suggests giving it a try first.","Martin reveals he is asexual, causing Nicole to express surprise and anxiety, but she decides to give their relationship a chance rather than breaking up immediately.","Martin reveals to Nicole that he is asexual, expressing concerns about potential relationship issues but Nicole reassures him that she's willing to try and make it work.","Martin has something important to tell Nicole, but he's not sure how she will react. He reveals that he is asexual and that it can be a problem in a relationship. Nicole is surprised but doesn't want to break up and suggests they give it a try first.",1,1,1,2,1,-1,-1,-1,1,-1
10,"Mike will call back in 2 hours, sorry for the inconvenience.","Mike promises to call back in two hours but cannot talk at the moment, and Dale understands and waits until then.","Mike promises to call back in two hours but is currently unable to talk, and Dale responds with understanding and agrees to wait until then.","Mike will call back in 2 hours, sorry for the inconvenience.","Mike will call back in 2 hours, sorry for the inconvenience.","Mike promises to call back in two hours but cannot talk at the moment, and Dale accepts and waits until then.","Mike will call back in 2 hours, sorry for the inconvenience.","Mike promises to call back in two hours but cannot talk at the moment, to which Dale replies with understanding and agrees to wait until then.","Mike will call back in 2 hours, sorry for the inconvenience.","Mike promises to call back in two hours but cannot talk at the moment, and Dale understands and waits until then.",2,1,2,2,2,1,-1,1,1,1
5,"Mike will call back in 2 hours, sorry for the inconvenience.","Mike promises to call back in two hours but cannot talk at the moment, and Dale understands and waits until then.","Mike promises to call back in two hours but is currently unable to talk, and Dale responds with understanding and agrees to wait until then.","Mike will call back in 2 hours, sorry for the inconvenience.","Mike will call back in 2 hours, sorry for the inconvenience.","Mike promises to call back in two hours but cannot talk at the moment, and Dale accepts and waits until then.","Mike will call back in 2 hours, sorry for the inconvenience.","Mike promises to call back in two hours but cannot talk at the moment, to which Dale replies with understanding and agrees to wait until then.","Mike will call back in 2 hours, sorry for the inconvenience.","Mike promises to call back in two hours but cannot talk at the moment, and Dale understands and waits until then.",2,1,2,2,2,1,-1,1,1,1
4,"Mike will call back in 2 hours, sorry for the inconvenience.","Mike promises to call back in two hours but cannot talk at the moment, and Dale understands and waits until then.","Mike promises to call back in two hours but is currently unable to talk, and Dale responds with understanding and agrees to wait until then.","Mike will call back in 2 hours, sorry for the inconvenience.","Mike will call back in 2 hours, sorry for the inconvenience.","Mike promises to call back in two hours but cannot talk at the moment, and Dale accepts and waits until then.","Mike will call back in 2 hours, sorry for the inconvenience.","Mike promises to call back in two hours but cannot talk at the moment, to which Dale replies with understanding and agrees to wait until then.","Mike will call back in 2 hours, sorry for the inconvenience.","Mike promises to call back in two hours but cannot talk at the moment, and Dale understands and waits until then.",2,1,2,2,2,1,-1,1,1,1
2,"Mia asks for help buying a flight ticket but doesn't have a credit card, Tom offers to use his card and asks Mia to send him the flight details and her personal data.","Mia needs help buying a flight ticket and doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.","Mia asks for help buying a flight ticket but doesn't have a credit card, so Tom offers to use his card and asks Mia to send him the flight details and her personal data.","Mia needs help buying a flight ticket but doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.","Mia requests help buying a flight ticket but doesn't have a credit card, Tom offers to use his card and asks Mia to send him the flight details and her personal data.","Mia needs help buying a flight ticket and doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.","Mia asks for help buying a flight ticket but doesn't have a credit card, Tom offers to use his card and asks Mia to send him the flight details and her personal data for the purchase.","Mia needs help buying a flight ticket and doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.","Mia asks for help buying a flight ticket but doesn't have a credit card, Tom offers to use his card and asks Mia to send him the flight details and her personal information.","Mia needs help buying a flight ticket and doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.",1,1,1,1,1,-1,-1,-1,-1,-1
6,"Mia asks for help buying a flight ticket but doesn't have a credit card, Tom offers to use his card and asks Mia to send him the flight details and her personal data.","Mia needs help buying a flight ticket and doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.","Mia asks for help buying a flight ticket but doesn't have a credit card, so Tom offers to use his card and asks Mia to send him the flight details and her personal data.","Mia needs help buying a flight ticket but doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.","Mia requests help buying a flight ticket but doesn't have a credit card, Tom offers to use his card and asks Mia to send him the flight details and her personal data.","Mia needs help buying a flight ticket and doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.","Mia asks for help buying a flight ticket but doesn't have a credit card, Tom offers to use his card and asks Mia to send him the flight details and her personal data for the purchase.","Mia needs help buying a flight ticket and doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.","Mia asks for help buying a flight ticket but doesn't have a credit card, Tom offers to use his card and asks Mia to send him the flight details and her personal information.","Mia needs help buying a flight ticket and doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.",1,1,1,1,1,-1,-1,-1,-1,-1
9,"Mia asks for help buying a flight ticket but doesn't have a credit card, Tom offers to use his card and asks Mia to send him the flight details and her personal data.","Mia needs help buying a flight ticket and doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.","Mia asks for help buying a flight ticket but doesn't have a credit card, so Tom offers to use his card and asks Mia to send him the flight details and her personal data.","Mia needs help buying a flight ticket but doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.","Mia requests help buying a flight ticket but doesn't have a credit card, Tom offers to use his card and asks Mia to send him the flight details and her personal data.","Mia needs help buying a flight ticket and doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.","Mia asks for help buying a flight ticket but doesn't have a credit card, Tom offers to use his card and asks Mia to send him the flight details and her personal data for the purchase.","Mia needs help buying a flight ticket and doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.","Mia asks for help buying a flight ticket but doesn't have a credit card, Tom offers to use his card and asks Mia to send him the flight details and her personal information.","Mia needs help buying a flight ticket and doesn't have a credit card. Tom offers to help by using his credit card. Mia sends the flight, company, and personal data to Tom.",1,1,1,1,1,1,0,0,0,0
2,"Abdellilah asks Sam where they are and what time they finish work. Sam replies that they are at work and will finish at 5 PM. Abdellilah then asks if Sam is bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah confirms the time and says they will see each other then.",Abdellilah asks Sam about his work schedule and confirms that he will bring someone over the next morning at around 9 a.m.,"Abdellilah asks Sam about his location and work hours, and learns that Sam won't be able to bring someone over until the morning at around 9 a.m. Abdellilah agrees to this arrangement.","Abdellilah asks Sam where they are and what time they finish work. Sam replies that they are at work and will not finish until 5 PM. Abdellilah asks if Sam is bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah agrees to the arrangement and says they will see each other then.","Abdellilah inquired about Sam's location and work hours, and they arranged for Sam to bring someone over in the morning at around 9 a.m.","Abdellilah asks Sam where they are and what time they finish work. Sam replies that they are at work and will finish at 5 PM. Abdellilah then asks if Sam is bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah confirms the time and says they will see each other then.","Abdellilah asks Sam where they are and what time they finish work. Sam replies that they won't finish until 5 PM. Abdellilah then asks if Sam is bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah agrees to the arrangement and says they will see each other then.","Abdellilah asks Sam about his whereabouts and work hours, and they make arrangements for Sam to bring someone over in the morning at around 9 a.m.",Abdellilah asks Sam about his work schedule and confirms that he will bring someone over the next morning at around 9 a.m.,"Abdellilah asks Sam where they are and what time they finish work. Sam replies that they won't finish until 5 PM. Abdellilah asks if they are bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah agrees to the arrangement and says they will see each other then.",2,1,1,2,1,1,-1,-1,1,-1
9,"Abdellilah asks Sam where they are and what time they finish work. Sam replies that they are at work and will finish at 5 PM. Abdellilah then asks if Sam is bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah confirms the time and says they will see each other then.",Abdellilah asks Sam about his work schedule and confirms that he will bring someone over the next morning at around 9 a.m.,"Abdellilah asks Sam about his location and work hours, and learns that Sam won't be able to bring someone over until the morning at around 9 a.m. Abdellilah agrees to this arrangement.","Abdellilah asks Sam where they are and what time they finish work. Sam replies that they are at work and will not finish until 5 PM. Abdellilah asks if Sam is bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah agrees to the arrangement and says they will see each other then.","Abdellilah inquired about Sam's location and work hours, and they arranged for Sam to bring someone over in the morning at around 9 a.m.","Abdellilah asks Sam where they are and what time they finish work. Sam replies that they are at work and will finish at 5 PM. Abdellilah then asks if Sam is bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah confirms the time and says they will see each other then.","Abdellilah asks Sam where they are and what time they finish work. Sam replies that they won't finish until 5 PM. Abdellilah then asks if Sam is bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah agrees to the arrangement and says they will see each other then.","Abdellilah asks Sam about his whereabouts and work hours, and they make arrangements for Sam to bring someone over in the morning at around 9 a.m.",Abdellilah asks Sam about his work schedule and confirms that he will bring someone over the next morning at around 9 a.m.,"Abdellilah asks Sam where they are and what time they finish work. Sam replies that they won't finish until 5 PM. Abdellilah asks if they are bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah agrees to the arrangement and says they will see each other then.",2,1,1,2,1,1,-1,-1,1,-1
3,"Abdellilah asks Sam where they are and what time they finish work. Sam replies that they are at work and will finish at 5 PM. Abdellilah then asks if Sam is bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah confirms the time and says they will see each other then.",Abdellilah asks Sam about his work schedule and confirms that he will bring someone over the next morning at around 9 a.m.,"Abdellilah asks Sam about his location and work hours, and learns that Sam won't be able to bring someone over until the morning at around 9 a.m. Abdellilah agrees to this arrangement.","Abdellilah asks Sam where they are and what time they finish work. Sam replies that they are at work and will not finish until 5 PM. Abdellilah asks if Sam is bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah agrees to the arrangement and says they will see each other then.","Abdellilah inquired about Sam's location and work hours, and they arranged for Sam to bring someone over in the morning at around 9 a.m.","Abdellilah asks Sam where they are and what time they finish work. Sam replies that they are at work and will finish at 5 PM. Abdellilah then asks if Sam is bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah confirms the time and says they will see each other then.","Abdellilah asks Sam where they are and what time they finish work. Sam replies that they won't finish until 5 PM. Abdellilah then asks if Sam is bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah agrees to the arrangement and says they will see each other then.","Abdellilah asks Sam about his whereabouts and work hours, and they make arrangements for Sam to bring someone over in the morning at around 9 a.m.",Abdellilah asks Sam about his work schedule and confirms that he will bring someone over the next morning at around 9 a.m.,"Abdellilah asks Sam where they are and what time they finish work. Sam replies that they won't finish until 5 PM. Abdellilah asks if they are bringing someone over that night, and Sam says no, they will bring them in the morning. Abdellilah agrees to the arrangement and says they will see each other then.",2,1,1,2,1,-1,1,1,-1,1
10,"The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for her cuteness, while Tess can't believe how big she's gotten. Haley explains that in cat years, Bella is middle-aged, but is still adorable.","1. Haley shared an old photo of her cat Bella as a kitten, eliciting awes and omgs from Jenny and Tess, with Haley recalling how cute she was at around 2 weeks old. 2. Despite Bella now being middle-aged in cat years, her adorableness was agreed upon by all.","The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for the cat and Tess expressing amazement at how big Bella has grown.","1. Haley shared an old photo of her cat Bella as a kitten, eliciting ""awws"" and ""omgs"" from Jenny and Tess. 2. They discussed Bella's age in the photo, estimated to be around two weeks old, and marveled at how she had grown since then.","1. Haley shared a photo of her cat Bella as a kitten, eliciting awes and omgs from Jenny and Tess, with Haley estimating her age to be around two weeks old. 2. The group marveled at how adorable Bella looked as a kitten, acknowledging that she's grown considerably since then, with Haley jokingly noting that she's now middle-aged in cat years.","The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for her cuteness, while Tess can't believe how big she's gotten.","1. Haley shared a photo of her cat Bella as a kitten, eliciting awes and omgs from Jenny and Tess, with the group commenting on how cute she was and remarking on how she's grown since then. 2. Haley revealed that the photo was taken around 2 weeks after Bella's birth, and while she's now considered middle-aged in cat years, everyone agreed that she still looked adorable.","The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for the cat and Tess expressing her surprise at how big Bella has grown.","The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for her cuteness, while Tess can't believe how big she's gotten.","1. Haley shared an old photo of her cat Bella as a kitten, eliciting awed responses from Jenny and Tess, with Haley estimating her age to be around two weeks at the time. 2. The group marveled over Bella's cuteness then reminisced about how she has grown, acknowledging that in cat years, she was middle-aged but still adorable.",2,2,1,1,2,0,0,0,0,0
5,"The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for her cuteness, while Tess can't believe how big she's gotten. Haley explains that in cat years, Bella is middle-aged, but is still adorable.","1. Haley shared an old photo of her cat Bella as a kitten, eliciting awes and omgs from Jenny and Tess, with Haley recalling how cute she was at around 2 weeks old. 2. Despite Bella now being middle-aged in cat years, her adorableness was agreed upon by all.","The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for the cat and Tess expressing amazement at how big Bella has grown.","1. Haley shared an old photo of her cat Bella as a kitten, eliciting ""awws"" and ""omgs"" from Jenny and Tess. 2. They discussed Bella's age in the photo, estimated to be around two weeks old, and marveled at how she had grown since then.","1. Haley shared a photo of her cat Bella as a kitten, eliciting awes and omgs from Jenny and Tess, with Haley estimating her age to be around two weeks old. 2. The group marveled at how adorable Bella looked as a kitten, acknowledging that she's grown considerably since then, with Haley jokingly noting that she's now middle-aged in cat years.","The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for her cuteness, while Tess can't believe how big she's gotten.","1. Haley shared a photo of her cat Bella as a kitten, eliciting awes and omgs from Jenny and Tess, with the group commenting on how cute she was and remarking on how she's grown since then. 2. Haley revealed that the photo was taken around 2 weeks after Bella's birth, and while she's now considered middle-aged in cat years, everyone agreed that she still looked adorable.","The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for the cat and Tess expressing her surprise at how big Bella has grown.","The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for her cuteness, while Tess can't believe how big she's gotten.","1. Haley shared an old photo of her cat Bella as a kitten, eliciting awed responses from Jenny and Tess, with Haley estimating her age to be around two weeks at the time. 2. The group marveled over Bella's cuteness then reminisced about how she has grown, acknowledging that in cat years, she was middle-aged but still adorable.",2,2,1,1,2,-1,1,-1,-1,1
9,"The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for her cuteness, while Tess can't believe how big she's gotten. Haley explains that in cat years, Bella is middle-aged, but is still adorable.","1. Haley shared an old photo of her cat Bella as a kitten, eliciting awes and omgs from Jenny and Tess, with Haley recalling how cute she was at around 2 weeks old. 2. Despite Bella now being middle-aged in cat years, her adorableness was agreed upon by all.","The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for the cat and Tess expressing amazement at how big Bella has grown.","1. Haley shared an old photo of her cat Bella as a kitten, eliciting ""awws"" and ""omgs"" from Jenny and Tess. 2. They discussed Bella's age in the photo, estimated to be around two weeks old, and marveled at how she had grown since then.","1. Haley shared a photo of her cat Bella as a kitten, eliciting awes and omgs from Jenny and Tess, with Haley estimating her age to be around two weeks old. 2. The group marveled at how adorable Bella looked as a kitten, acknowledging that she's grown considerably since then, with Haley jokingly noting that she's now middle-aged in cat years.","The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for her cuteness, while Tess can't believe how big she's gotten.","1. Haley shared a photo of her cat Bella as a kitten, eliciting awes and omgs from Jenny and Tess, with the group commenting on how cute she was and remarking on how she's grown since then. 2. Haley revealed that the photo was taken around 2 weeks after Bella's birth, and while she's now considered middle-aged in cat years, everyone agreed that she still looked adorable.","The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for the cat and Tess expressing her surprise at how big Bella has grown.","The group discusses a photo of a cute kitten named Bella, with Haley and Jenny expressing their love for her cuteness, while Tess can't believe how big she's gotten.","1. Haley shared an old photo of her cat Bella as a kitten, eliciting awed responses from Jenny and Tess, with Haley estimating her age to be around two weeks at the time. 2. The group marveled over Bella's cuteness then reminisced about how she has grown, acknowledging that in cat years, she was middle-aged but still adorable.",2,2,1,1,2,-1,1,-1,-1,1
